Sub ICB Loc ODS code,Sub ICB Loc ONS code,Sub ICB Loc name,PCN ODS code,PCN name,Practice code,Practice name,perc_achievement
,,,,,J82194,East Shore Partnership,85.92592593
,,,,,J82085,Island City Practice,86.07888631
,,,,,J82073,Kirklands Surgery,90.69767442
,,,,,J82155,Portsdown Group Practice,95.80093313
,,,,,J82102,The Drayton Surgery,88.93129771
,,,,,J82060,The Lighthouse Group Practice,86.66666667
,,,,,J82199,The Unicity Medical Centre,89.04109589
,,,,,J82028,Trafalgar Medical Group Practice,83.26359833
,,,,,J81076,Ammonite Health Partnership,95.50561798
,,,,,J81068,Atrium Health Centre,100
,,,,,J81074,Barton House Med Practice,83.87096774
,,,,,J81018,Beaufort Road Surgery,92.45283019
,,,,,J81020,Bere Regis Surgery,92.59259259
,,,,,J81620,Blackmore Vale Partnership,92.37668161
,,,,,J81013,Canford Heath Group Pract,92.36641221
,,,,,J81053,Cerne Abbas Surgery,88.23529412
,,,,,J81056,Christchurch Medical Practice,89.23076923
,,,,,J81612,Corfe Castle Surgery,88.46153846
,,,,,J81634,Crescent Providence Surgery,98.82352941
,,,,,J81075,Cross Road Surgery,84
,,,,,J81625,Denmark Road Medical Centre,96.9924812
,,,,,J81086,Evergreen Oak Surgery,100
,,,,,J81057,Farmhouse Surgery,93.33333333
,,,,,J81626,Fordington Surgery,95.74468085
,,,,,J81081,Gillingham Medical Practice,95.90163934
,,,,,J81646,Grove Surgery,98
,,,,,J81028,Highcliffe Medical Centre,87.75510204
,,,,,J81047,James Fisher Medical Centre,92.06349206
,,,,,J81045,Kinson Road Medical Centre,87.23404255
,,,,,J81067,Littledown Surgery,88.33333333
,,,,,J81647,Lyme Bay Medical Practice,87.5
,,,,,J81035,Milton Abbas Surgery,96.66666667
,,,,,J81039,Moordown Medical Centre,91.52542373
,,,,,J81002,Orchid House Surgery,94
,,,,,J81061,Penny'S Hill Practice,96.66666667
,,,,,J81064,Poole Town Surgery,86.20689655
,,,,,J81082,Poundbury Doctors Surgery,94.66666667
,,,,,J81609,Prince Of Wales Surgery,89.04109589
,,,,,J81616,Puddletown Surgery,100
,,,,,J81016,Queens Avenue Surgery,90.12345679
,,,,,J81027,Royal Crescent Surgery,91.66666667
,,,,,J81009,Royal Manor Health Care,92.43697479
,,,,,J81631,Sandford Surgery,100
,,,,,J81021,Shelley Manor Holdenhurst Medical Centre,81.25
,,,,,J81012,Shore Medical,84.81973435
,,,,,J81059,Southbourne Practice,89.24731183
,,,,,J81062,St Albans Medical Centre,86.66666667
,,,,,J81066,Stour Surgery,92.75362319
,,,,,J81010,Swanage Medical Practice,91.04477612
,,,,,J81033,Talbot Medical Centre,88.46153846
,,,,,J81006,The Adam Practice,89.24485126
,,,,,J81029,The Apples Medical Centre,94.11764706
,,,,,J81070,The Banks & Bearwood Medical Centre,87.3015873
,,,,,J81621,The Barcellos Family Practice,90.24390244
,,,,,J81087,The Birchwood Practice,94.33962264
,,,,,J81019,The Blandford Group Practice,92.05020921
,,,,,J81073,The Bridges Medical Ctr.,91.39072848
,,,,,J81058,The Cranborne Practice,88.37209302
,,,,,J81613,The Dorchester Rd Surgery,97.6744186
,,,,,J81078,The Grove Medical Centre,89.65517241
,,,,,J81041,The Hadleigh Practice,96.57142857
,,,,,J81046,The Harvey Practice,97.11538462
,,,,,J81049,The Marine & Oakridge Partnership,97.91666667
,,,,,J81648,The Newman Practice (Dr Newmans Surgery),86
,,,,,J81072,The Panton Practice,85.84070796
,,,,,J81034,The Quarter Jack Surgery,96.2962963
,,,,,J81036,The Rosemary Health Ctr,94.17475728
,,,,,J81030,The Verwood Surgery,95.3125
,,,,,J81025,The Wellbridge Practice,98.18181818
,,,,,J81042,Village Surgery,90.38461538
,,,,,J81077,Walford Mill Medical Centre,93.58974359
,,,,,J81011,Wareham Surgery,87.87878788
,,,,,J81022,West Moors Village Surgery,95.23809524
,,,,,J81014,Westbourne Medical Centre,88.57142857
,,,,,J81633,Woodlea House Surgery,98.18181818
,,,,,J81051,Wyke Regis & Lanehouse Medical Practice,96.42857143
,,,,,J81017,Yetminster Medical Centre,96.2962963
,,,,,L84026,Aspen Medical Practice,90.73482428
,,,,,L84039,Beeches Green Surgery,92.95774648
,,,,,L84030,Berkeley Place Surgery,95.48022599
,,,,,L84029,Blakeney Surgery,96.42857143
,,,,,L84084,Brockworth Surgery,95.4248366
,,,,,L84071,Brunston Practice,93.75
,,,,,L84060,Cam & Uley Family Practice,96.33027523
,,,,,L84043,Chipping Campden Surgery,87.5
,,,,,L84051,Chipping Surgery,90.82568807
,,,,,L84023,Church Street Practice,92.48120301
,,,,,L84047,Churchdown Surgery,92.21556886
,,,,,L84018,Cirencester Health Group,95.45454545
,,,,,L84036,Cleevelands Medical Centre,93.84615385
,,,,,L84069,Coleford Medical Practice,93.22033898
,,,,,L84038,Cotswold Medical Practice,91.75257732
,,,,,L84027,Culverhay Surgery,95.65217391
,,,,,L84046,Dockham Surgery,83.05084746
,,,,,L84024,Drybrook Surgery,93.75
,,,,,L84077,Five Valleys Medical Practice,91.27516779
,,,,,L84028,Forest Health Care,88.78504673
,,,,,L84016,Frithwood Surgery,95.38461538
,,,,,Y02519,Gloucester Health Access Centre,90.44117647
,,,,,L84009,Hadwen Health,92.69406393
,,,,,L84070,High Street Medical Centre,96.2962963
,,,,,L84053,Hilary Cottage Surgery,91.66666667
,,,,,L84037,Holts Health Centre,93.93939394
,,,,,L84025,Hoyland House,85.71428571
,,,,,L84014,Hucclecote Surgery,92.20779221
,,,,,L84081,Kingsholm Surgery,78.57142857
,,,,,L84067,Longlevens Surgery,92.53731343
,,,,,L84011,Lydney Practice,92.13483146
,,,,,L84068,Mann Cottage Surgery,96.55172414
,,,,,L84075,May Lane Surgery,96.80851064
,,,,,L84005,Minchinhampton Surgery,96.92307692
,,,,,L84045,Mitcheldean Surgery,98.41269841
,,,,,L84054,Mythe Medical Practice,96.18320611
,,,,,L84041,Overton Park Surgery,96.33027523
,,,,,L84034,"Partners In Health, Pavilion Family Drs",90.76923077
,,,,,L84012,Phoenix Health Group,96.56652361
,,,,,L84065,Prices Mill Surgery,93.02325581
,,,,,L84617,Quedgeley Medical Centre,97.22222222
,,,,,L84080,Regent Street Surgery,96.96969697
,,,,,L84063,Rendcomb Surgery,97.87234043
,,,,,L84050,Rosebank Health,89.63414634
,,,,,L84007,Rowcroft Medical Centre,90.29126214
,,,,,L84059,Royal Crescent Surgery,93.97590361
,,,,,L84085,Severnbank Surgery,96.77419355
,,,,,L84052,Severnside Medical Practice,85.71428571
,,,,,L84015,Sixways Clinic,94
,,,,,L84058,St. Catherine'S Surgery,83.72093023
,,,,,L84008,St. George'S Surgery,94.11764706
,,,,,L84006,Staunton & Corse Surgery,88.88888889
,,,,,L84613,Stonehouse Health Clinic,93.33333333
,,,,,L84031,Stow Surgery,98
,,,,,L84606,The Alney Practice,90
,,,,,L84040,The Leckhampton Surgery,94.81481481
,,,,,L84049,The Royal Well Surgery,92.53731343
,,,,,L84048,"The Stoke Road Surgery,",96.52173913
,,,,,L84003,Underwood Surgery,92.98245614
,,,,,L84010,Upper Thames Medical Group,97.5
,,,,,L84033,Weston House Practice,87.74509804
,,,,,L84072,White House Surgery,88
,,,,,L84004,Winchcombe Medical Centre,93.44262295
,,,,,L84022,Yorkleigh Surgery(Ct),87.34177215
,,,,,L84021,Yorkley Health Centre(Wg),96.20253165
,,,,,L82038,Atlantic Medical Group,90
,,,,,L82036,Bodriggy Health Centre,83.60655738
,,,,,L82010,Bosvena Health,84.5814978
,,,,,L82058,Bottreaux Surgery,95.83333333
,,,,,L82011,Brannel Surgery,92.06349206
,,,,,L82041,Carn To Coast Health Centres,88.72403561
,,,,,L82061,Carnon Downs Surgery,97.87234043
,,,,,L82015,Chacewater Health Centre,95.74468085
,,,,,L82051,Clays Practice,87.28813559
,,,,,L82049,Falmouth Health Centre,89.87341772
,,,,,L82035,Fowey River Practice,93.22033898
,,,,,L82068,Godolphin Health,83.78378378
,,,,,L82620,Harris Memorial Surgery,85.29411765
,,,,,L82018,Helston Medical Centre,88.19444444
,,,,,L82001,Lander Medical Practice,85.63218391
,,,,,L82030,Launceston Medical Centre,89.41798942
,,,,,L82042,Leatside Health Centre,88.51351351
,,,,,L82039,Lostwithiel Surgery,90.625
,,,,,L82047,Marazion Surgery,85.45454545
,,,,,L82007,Medical Centre Camelford (Dr Nash),68.11594203
,,,,,L82059,Meneage Street Surgery,92.42424242
,,,,,L82025,Mevagissey Surgery,93.5483871
,,,,,L82026,Middleway Surgery,98.36065574
,,,,,Y01051,Morrab Surgery,82.25806452
,,,,,L82029,Narrowcliff Surgery,88.96551724
,,,,,Y01127,Neetside Surgery,88.88888889
,,,,,Y02517,Newquay Health Centre,87.36263736
,,,,,L82016,Oak Tree Surgery,94.28571429
,,,,,L82022,Old Bridge Surgery,89.65517241
,,,,,L82006,Penryn Surgery,89.11564626
,,,,,L82013,Perranporth Surgery,91.04477612
,,,,,L82023,Petroc Group Practice,90.59405941
,,,,,L82003,Port Isaac Surgery,87.87878788
,,,,,L82066,Port View Surgery,95.55555556
,,,,,L82045,Probus Surgery,87.77777778
,,,,,L82043,Quay Lane Surgery,100
,,,,,Y00969,Rame Group Practice,84.53608247
,,,,,L82050,Rosedean Surgery,90.81632653
,,,,,L82048,Roseland Surgeries,100
,,,,,Y01050,Rosmellyn Surgery,92.98245614
,,,,,L82046,Saltash Health Centre,87.03703704
,,,,,Y04957,St Austell Health Group,88.57142857
,,,,,L82057,St Keverne Health Centre,95.83333333
,,,,,L82017,St Mary'S Health Centre,100
,,,,,L82054,St. Agnes Surgery,92.77108434
,,,,,Y01922,Stennack Surgery,84.53608247
,,,,,L82008,Stratton Medical Centre,88.37209302
,,,,,L82070,Sunnyside Surgery,90.56603774
,,,,,L82012,Tamar Valley Health,92.59259259
,,,,,L82056,The Mullion & Constantine Group Practice,86.44067797
,,,,,L82028,Three Spires Medical Practice,80.25477707
,,,,,L82052,Trescobeas Surgery,92.59259259
,,,,,L82044,Veor Surgery,76.8115942
,,,,,L82004,Wadebridge & Camel Estuary Practice,91.66666667
,,,,,L82622,Westover Surgery,86.53846154
,,,,,L85030,Ariel Healthcare,88.20754717
,,,,,L85055,Axbridge Surgery,91.42857143
,,,,,L85020,Beckington Family Practice,80.8
,,,,,L85601,Brent Area Medical Centre,80
,,,,,L85032,Bruton Surgery,91.83673469
,,,,,L85016,Burnham Medical Centre,90.12345679
,,,,,L85066,Buttercross Health Centre,87
,,,,,L85018,Cannington Health Centre,81.57894737
,,,,,L85011,Cheddar Medical Centre,95.38461538
,,,,,L85007,"Church Street Surgery, Martock",94.18604651
,,,,,L85624,Church View Medical Centre,96
,,,,,L85021,College Way Surgery,89.92248062
,,,,,L85025,Cranleigh Gardens Medical Centre,95.37572254
,,,,,L85609,Creech,95.3125
,,,,,L85004,"Crewkerne Health Centre, Crewkerne",92
,,,,,L85006,Crown Medical Centre,87.96296296
,,,,,L85022,Diamond Health Group,87.32394366
,,,,,L85065,Dunster & Porlock Surgeries,95.34883721
,,,,,L85035,East Quay Medical Centre,80
,,,,,L85003,Exmoor Medical Centre,100
,,,,,L85001,French Weir Health Centre,92.21556886
,,,,,L85008,Frome Medical Centre,84.93589744
,,,,,L85047,Glastonbury Health Centre,87.75510204
,,,,,L85039,Glastonbury Surgery,86.48648649
,,,,,L85053,Grove House Surgery,96.875
,,,,,L85026,"Hamdon Medical Centre, Stoke-Sub-Hamdon",92.5
,,,,,L85010,Highbridge Medical Centre,89.62264151
,,,,,L85033,Langport Surgery,89.91596639
,,,,,L85038,Lister House Partnership,95.91836735
,,,,,L85050,Luson,92.98245614
,,,,,L85062,Lyngford Park,90.47619048
,,,,,L85046,Mendip Country Practice,84.84848485
,,,,,L85031,Milborne Port Surgery,93.50649351
,,,,,L85040,"Millbrook Surgery, Castle Cary",95.3125
,,,,,L85019,Minehead Medical Centre,82.95454545
,,,,,L85037,North Curry,96.96969697
,,,,,L85056,North Petherton Surgery,83.56164384
,,,,,L85611,Oakhill Surgery,83.33333333
,,,,,L85064,Oaklands Surgery,85.38011696
,,,,,L85043,Park Medical Practice,89.84375
,,,,,L85017,"Penn Hill Surgery, Yeovil",85.71428571
,,,,,L85024,Polden Medical Practice,96.42857143
,,,,,L85015,"Preston Grove Medical Centre, Yeovil",88.23529412
,,,,,L85013,Quantock Medical Centre,91.30434783
,,,,,L85036,Quantock Vale Surgery,81.63265306
,,,,,L85044,Queen Camel Medical Centre,94.11764706
,,,,,L85051,Redgate Medical Centre,84.375
,,,,,L85048,"Ryalls Park Medical Centre, Yeovil",86.11111111
,,,,,L85607,Somerset Bridge Medical Centre,80.28169014
,,,,,L85023,St James Medical Centre,90.78947368
,,,,,L85054,Summervale Surgery,95.65217391
,,,,,L85042,Taunton Road Medical Centre,86.70886076
,,,,,L85014,Taunton Vale Healthcare,89.65517241
,,,,,L85061,The Meadows Surgery,90.38461538
,,,,,L85029,Vine Surgery Partnership,95.40229885
,,,,,L85052,Warwick House Medical Practice,91.66666667
,,,,,L85012,Wellington Medical Centre,94.96402878
,,,,,L85034,Wells City Practice,86.8852459
,,,,,L85002,Wells Health Centre,92.47311828
,,,,,Y01163,West Coker Surgery,97.43589744
,,,,,L85009,West Somerset Healthcare,88.88888889
,,,,,L85027,Wincanton Health Centre,89.13043478
,,,,,N85648,Blackheath Med Ctr,90.47619048
,,,,,N85017,Cavendish Medical Centre,79.41176471
,,,,,N85027,Central Park Medical Centre,80.95238095
,,,,,N85633,Church Road Medical Practice,98.55072464
,,,,,N85006,Civic Medical Centre,98.82352941
,,,,,N85009,Commonfield Rd Surgery,92.45283019
,,,,,N85015,Devaney Med Ctr,83.09859155
,,,,,N85005,Eastham Group Practice,89.90825688
,,,,,N85629,Egremont Med Ctr,88.52459016
,,,,,N85031,Gladstone Med Ctr,61.11111111
,,,,,N85032,Greasby Group Practice,98.4375
,,,,,N85052,Grove Rd Surgery,97.43589744
,,,,,N85021,Hamilton Med Ctr,100
,,,,,N85037,Heatherlands Med Ctr,84.05797101
,,,,,N85007,Heswall & Pensby Group Practice,91.02564103
,,,,,N85022,Holmlands Med Ctr,87.5
,,,,,N85059,Hoylake & Meols Medical Ctr,93.33333333
,,,,,N85046,Hoylake Rd Met Ctr,93.47826087
,,,,,N85054,Kings Lane Medical Practice,96
,,,,,N85640,Leasowe Medical Practice,91.89189189
,,,,,N85616,Liscard Group Practice,97.77777778
,,,,,N85023,Manor Health Ctr,85.41666667
,,,,,N85002,Marine Lake Medical Practice,96.45390071
,,,,,N85625,Miriam Primary Care Group,84.84848485
,,,,,N85028,Moreton Group Practice,89.42307692
,,,,,N85048,Moreton Medical Centre,97.61904762
,,,,,N85047,Orchard Surgery,92.20779221
,,,,,N85044,Paxton Medical Group,83.63636364
,,,,,N85643,Prenton & Woodchurch Medical Centre,73.91304348
,,,,,N85016,Riverside Surgery,87.01298701
,,,,,N85024,Somerville Med Ctr,87.37864078
,,,,,N85617,Spital Surgery,100
,,,,,N85020,St Catherine'S Surgery,90.64327485
,,,,,N85012,St Georges Medical Centre,90.66666667
,,,,,N85025,St Hilary Group Practice,96.66666667
,,,,,N85051,Sunlight Group Practice,89.28571429
,,,,,N85057,Teehey Lane Surgery,81.25
,,,,,N85018,The Villa Medical Centre,98.07692308
,,,,,N85620,The Village Medical Centre,89.58333333
,,,,,N85013,Upton Group Practice,90.76923077
,,,,,N85038,Vittoria Med Ctr G,82.22222222
,,,,,N85634,Vittoria Med Ctr K,78.26086957
,,,,,N85008,West Wirral Group Practice,93.5483871
,,,,,N85019,Whetstone Lane Med Ctr,90.32258065
,,,,,A85026,Beacon View Medical Centre,92.45283019
,,,,,A86023,Benfield Park Medical Group,90.8045977
,,,,,A85002,Bensham Family Practice,94.87179487
,,,,,A86030,Betts Avenue Medical Group,92.42424242
,,,,,A85017,Bewick Road Surgery,75.43859649
,,,,,A86010,Biddlestone Health Group,90.36144578
,,,,,A85008,Birtley Medical Group,85.88957055
,,,,,A86033,Brunton Park,97.54098361
,,,,,A85019,Central Gateshead Medical Group,90.0990099
,,,,,A85010,Chainbridge Medical Partnership,94.11764706
,,,,,A85024,Chopwell Primary Healthcare Centre,94.73684211
,,,,,A85014,Crawcrook Medical Centre,91.80327869
,,,,,A85009,Crowhall Medical Centre,83.01886792
,,,,,A86017,Cruddas Park Surgery,77.65957447
,,,,,A86013,Denton Park Medical Group,95.23809524
,,,,,A86601,Denton Turret Medical Centre,96.93877551
,,,,,Y00184,Dilston Medical Centre,89.18918919
,,,,,A86037,Elswick Family Practice,92.40506329
,,,,,A85007,Fell Cottage Surgery,90.27777778
,,,,,A85001,Fell Tower Medical Centre,93.24324324
,,,,,A86031,Fenham Hall Surgery,82.70676692
,,,,,A85006,Glenpark Medical Centre,92.59259259
,,,,,A86036,Gosforth Memorial Med.Ctr,96.66666667
,,,,,A86024,Heaton Road Surgery,77.92207792
,,,,,A85616,Hollyhurst Medical Centre,92.10526316
,,,,,A86021,Holmside Medical Group,87.28813559
,,,,,A86020,Jesmond Health Partnership,94.89795918
,,,,,A85004,Longrigg Medical Centre,91.39784946
,,,,,A85013,Millennium Family Practice,90.90909091
,,,,,A86038,Newburn Surgery,98.38709677
,,,,,A86027,Newcastle Medical Centre,82.35294118
,,,,,A85018,Oldwell Surgery,92.10526316
,,,,,A85005,Oxford Tce & Rawling Rd Medical Group,80.39215686
,,,,,A86008,Park Medical Group,90.71428571
,,,,,A86022,Parkway Medical Group,96.51162791
,,,,,A85611,Pelaw Medical Practice,89.28571429
,,,,,A86004,Prospect Medical Centre,85.9375
,,,,,A86028,Regent Medical Centre,86.11111111
,,,,,A86006,Roseworth Surgery,91.93548387
,,,,,A86003,Saville Medical Group,96.17486339
,,,,,A85021,Second Street Surgery,82.92682927
,,,,,A85011,St. Albans Medical Group,85.18518519
,,,,,A86040,St. Anthony'S Health Centre,77.88461538
,,,,,A85617,Sunniside Surgery,88.63636364
,,,,,A85023,Teams Medical Practice,92.42424242
,,,,,A85614,The Bridges Medical Practice,97.77777778
,,,,,A86018,The Grove Medical Group,88.46153846
,,,,,A86029,Thornfield Medical Group,86.06557377
,,,,,A86026,Throckley Primary Care Centre,97.72727273
,,,,,A86011,Walker Medical Group,84.29752066
,,,,,A86012,West Road Medical Centre,66
,,,,,A86025,Westerhope Medical Group,79.79274611
,,,,,A85020,Whickham Cottage Medical Centre,94.65648855
,,,,,A85016,Wrekenton Medical Group,80.14705882
,,,,,P84009,Ailsa Craig Medical Centre,58.67768595
,,,,,P84673,Ancoats Urban Village Medical Practice,84.09090909
,,,,,P84037,Ardwick Medical Practice,64.28571429
,,,,,P84053,Ashcroft Surgery,82.79569892
,,,,,P84038,Ashville Surgery,42.5
,,,,,P84034,Barlow Medical Centre,93.42105263
,,,,,P84033,Beacon Medical Centre,67.24137931
,,,,,P84029,Benchill Medical Practice,74
,,,,,P84035,Bodey Medical Centre,73.91304348
,,,,,P84024,Bowland Medical Practice,87.91208791
,,,,,P84061,Brooklands Medical Practice,89.55223881
,,,,,P84611,Brunswick Medical Practice,38
,,,,,Y02325,Charlestown Md,68.8172043
,,,,,P84046,Cheetham Hill Primary Care Centre,96.55172414
,,,,,P84068,Chorlton Family Practice,91.55555556
,,,,,P84065,Church View Medical Centre,75.36231884
,,,,,Y02849,City Health Centre,84.84848485
,,,,,P84040,Conran Medical Centre,83.01886792
,,,,,P84669,Cornbrook Medical Practice,55
,,,,,P84041,Cornerstone Family Practice,65.78947368
,,,,,P84043,Cornishway Group Practice,89.70588235
,,,,,P84684,Crumpsall Medical Practice,90.90909091
,,,,,P84690,Dam Head Medical Centre,85.29411765
,,,,,P84066,David Medical Centre,58.44155844
,,,,,P84026,Dickenson Road Medical Centre,78.7037037
,,,,,P84678,Didsbury Medical Centre - Dr Whitaker,96.32352941
,,,,,P84637,Dr Khan'S Practice,85.10638298
,,,,,P84047,Droylsden Rd Family Practice,83.63636364
,,,,,P84032,Drs Hanif & Bannuru,76.34408602
,,,,,P84051,Eastlands Medical Centre,80.88235294
,,,,,P84639,Fallowfield Medical Centre,66.66666667
,,,,,P84605,Fernclough Surgery,85.18518519
,,,,,P84004,Five Oaks Familiy Practice,75.70093458
,,,,,P84042,Florence House Medical Practice,71.57894737
,,,,,P84028,Gorton Medical Centre,58.15602837
,,,,,Y02890,Hawthorn Mc,82.05128205
,,,,,P84067,Hazeldene Medical Centre,86.20689655
,,,,,P84022,Kingsway Medical Practice,91.66666667
,,,,,P84017,Ladybarn Group Practice,90.51094891
,,,,,P84016,Levenshulme Medical Practice,89.90825688
,,,,,P84059,Lime Square Medical Centre,85.71428571
,,,,,P84689,Manchester Integrative Medical Practice,72.10884354
,,,,,P84018,Mauldeth Medical Centre,66.66666667
,,,,,P84050,Mount Road Surgery,84.14634146
,,,,,Y01695,Mp Victoria Mill,56.52173913
,,,,,Y02960,New Bank Health,72.04301075
,,,,,P84030,New Collegiate Medical Centre,84.09090909
,,,,,P84064,New Islington Medical Centre,87.80487805
,,,,,P84070,Newton Heath Medical Centre,74.17218543
,,,,,P84012,Northenden Group Practice,82.25806452
,,,,,P84651,Northern Moor Medical Practice,75.53191489
,,,,,P84645,Park View Medical Centre,67.46987952
,,,,,P84644,Parkside Surgery,96.7032967
,,,,,P84020,Peel Hall Medical Centre,89.43661972
,,,,,P84056,Princess Road Surgery,58.82352941
,,,,,P84640,Queens Medical Centre,77.6119403
,,,,,P84014,Rk Medical Practice,63.44086022
,,,,,Y02520,Simpson Medical Practice,79.12087912
,,,,,P84025,St George'S Medical Centre,69.72477064
