code_April_2020,previous_practice_codes,fm_1000_code_2020,lm_1000_code_2020,fm_1000_previous_codes,lm_1000_previous_codes
F81034,F81034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81100,F81035,01/04/2013,01/04/2022,01/04/2013,01/08/2018
F81036,F81036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81037,F81037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81038,F81038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81040,F81040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81041,F81041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81042,F81042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81043,F81043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81044,F81044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81045,F81045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81046,F81046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81047,F81047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81048,F81048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81049,F81049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81051,F81051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81052,F81052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81053,F81053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81055,F81055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81056,F81056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81057,F81057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81060,F81060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81061,F81061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81062,F81062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81065,F81065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81066,F81066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81067,F81067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81068,F81068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81069,F81069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81690,F81070,01/04/2013,01/04/2022,01/04/2013,01/04/2018
F81071,F81071,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81072,F81072,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81003,F81073,01/04/2013,01/04/2022,01/04/2013,01/02/2018
F81122,F81074,01/04/2013,01/04/2022,01/04/2013,01/11/2019
F81075,F81075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81076,F81076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81019,F81077,01/04/2013,01/04/2022,01/04/2013,01/04/2013
F81078,F81078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81042,F81079,01/04/2013,01/04/2022,01/04/2013,01/09/2018
F81080,F81080,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81081,F81081,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81082,F81082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81083,F81083,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81110,F81084,01/04/2013,01/04/2022,01/04/2013,01/07/2018
F81085,F81085,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81086,F81086,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81087,F81087,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81088,F81088,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81089,F81089,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81090,F81090,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81091,F81091,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81092,F81092,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81115,F81094,01/04/2013,01/04/2022,01/04/2013,01/11/2018
F81095,F81095,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81096,F81096,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81097,F81097,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81098,F81098,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81099,F81099,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81100,F81100,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81101,F81101,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81102,F81102,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81043,F81103,01/04/2013,01/04/2022,01/04/2013,01/07/2013
F81104,F81104,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81105,F81105,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81106,F81106,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81108,F81108,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81115,F81109,01/04/2013,01/04/2022,01/04/2013,01/10/2018
F81110,F81110,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81111,F81111,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81112,F81112,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81113,F81113,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81114,F81114,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81115,F81115,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81116,F81116,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81117,F81117,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81118,F81118,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81119,F81119,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81120,F81120,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81121,F81121,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81122,F81122,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81123,F81123,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81125,F81125,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81126,F81126,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81122,F81127,01/04/2013,01/04/2022,01/04/2013,01/12/2019
F81128,F81128,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81042,F81129,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F81130,F81130,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81131,F81131,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81132,F81132,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81133,F81133,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81134,F81134,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81136,F81136,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81137,F81137,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y00293,F81138,01/04/2013,01/04/2022,01/04/2013,01/04/2019
F81141,F81141,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81142,F81142,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81144,F81144,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81147,F81147,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81149,F81149,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81150,F81150,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81151,F81151,01/04/2013,01/08/2019,01/04/2013,01/08/2019
F81152,F81152,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81153,F81153,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81155,F81155,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81156,F81156,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81681,F81157,01/04/2013,01/04/2022,01/04/2013,01/06/2018
F81158,F81158,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81159,F81159,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y00293,F81162,01/04/2013,01/04/2022,01/04/2013,01/01/2016
F81163,F81163,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81164,F81164,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81165,F81165,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81168,F81168,01/04/2013,01/05/2019,01/04/2013,01/05/2019
F81169,F81169,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81170,F81170,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81136,F81172,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F81173,F81173,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81176,F81176,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81177,F81177,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81100,F81180,01/04/2013,01/04/2022,01/04/2013,01/07/2015
F81181,F81181,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81183,F81183,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81184,F81184,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81185,F81185,01/04/2013,01/01/2017,01/04/2013,01/01/2017
F81186,F81186,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81192,F81192,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81193,F81193,01/04/2013,01/04/2022,01/04/2013,01/04/2022
D83012,F81195,01/04/2013,01/04/2022,01/04/2013,01/10/2019
F81197,F81197,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81198,F81198,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81200,F81200,01/04/2013,01/03/2020,01/04/2013,01/03/2020
F81205,F81205,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81206,F81206,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81207,F81207,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81209,F81209,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81015,F81210,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F81211,F81211,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81212,F81212,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81213,F81213,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81108,F81214,01/04/2013,01/04/2022,01/04/2013,01/10/2016
F81215,F81215,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81216,F81216,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81218,F81218,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81219,F81219,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81221,F81221,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81222,F81222,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81223,F81223,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81606,F81606,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81749,F81608,01/04/2013,01/04/2022,01/04/2013,01/03/2018
F81613,F81613,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81618,F81618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81619,F81619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81622,F81622,01/04/2013,01/07/2019,01/04/2013,01/07/2019
F81623,F81623,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81632,F81632,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81633,F81633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81635,F81635,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81636,F81636,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81097,F81639,01/04/2013,01/04/2022,01/04/2013,01/10/2016
F81640,F81640,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81641,F81641,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81644,F81644,01/04/2013,01/12/2018,01/04/2013,01/12/2018
F81645,F81645,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81649,F81649,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81651,F81651,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81652,F81652,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81656,F81656,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81739,F81661,01/04/2013,01/04/2022,01/04/2013,01/10/2015
F81665,F81665,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81666,F81666,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81075,F81667,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F81669,F81669,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81681,F81670,01/04/2013,01/04/2022,01/04/2013,01/06/2018
F81095,F81672,01/04/2013,01/04/2022,01/04/2013,01/04/2016
F81674,F81674,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81675,F81675,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y00589,F81677,01/04/2013,01/04/2022,01/04/2013,01/10/2013
F81679,F81679,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81681,F81681,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81683,F81683,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81684,F81684,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81688,F81688,01/04/2013,01/01/2021,01/04/2013,01/01/2021
F81690,F81690,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81708,F81691,01/04/2013,01/04/2022,01/04/2013,01/11/2019
F81100,F81693,01/04/2013,01/04/2022,01/04/2013,01/04/2013
F81128,F81695,01/04/2013,01/04/2022,01/04/2013,01/10/2016
F81696,F81696,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81697,F81697,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81110,F81698,01/04/2013,01/04/2022,01/04/2013,01/07/2018
F81205,F81699,01/04/2013,01/04/2022,01/04/2013,01/07/2014
F81700,F81700,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81704,F81704,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81707,F81707,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81708,F81708,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81710,F81710,01/04/2013,01/04/2015,01/04/2013,01/04/2015
F81711,F81711,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81713,F81713,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81716,F81716,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81183,F81717,01/04/2013,01/04/2022,01/04/2013,01/07/2015
F81112,F81718,01/04/2013,01/04/2022,01/04/2013,01/03/2018
F81708,F81719,01/04/2013,01/04/2022,01/04/2013,01/10/2015
F81720,F81720,01/04/2013,01/04/2019,01/04/2013,01/04/2019
F81721,F81721,01/04/2013,01/07/2021,01/04/2013,01/07/2021
F81164,F81724,01/04/2013,01/04/2022,01/04/2013,01/04/2018
F81725,F81725,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81049,F81728,01/04/2013,01/04/2022,01/04/2013,01/07/2016
F81729,F81729,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81730,F81730,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81732,F81732,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81144,F81733,01/04/2013,01/04/2022,01/04/2013,01/11/2017
F81734,F81734,01/04/2013,01/04/2013,01/04/2013,01/04/2013
F81069,F81736,01/04/2013,01/04/2022,01/04/2013,01/07/2014
F81737,F81737,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81738,F81738,01/04/2013,01/07/2019,01/04/2013,01/07/2019
F81739,F81739,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81740,F81740,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81741,F81741,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y00999,F81742,01/04/2013,01/04/2022,01/04/2013,01/09/2017
F81732,F81743,01/04/2013,01/04/2022,01/04/2013,01/01/2018
F81744,F81744,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81746,F81746,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81749,F81749,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81751,F81751,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81756,F81756,01/04/2013,01/07/2019,01/04/2013,01/07/2019
F81757,F81757,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F81078,F81758,01/04/2013,01/04/2022,01/04/2013,01/04/2018
F82001,F82001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82002,F82002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82003,F82003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82660,F82004,01/04/2013,01/04/2022,01/04/2013,01/10/2016
F82005,F82005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82006,F82006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82007,F82007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82008,F82008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82009,F82009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82010,F82010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82011,F82011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82012,F82012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82013,F82013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82014,F82014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82015,F82015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82016,F82016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82017,F82017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82018,F82018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82019,F82019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82020,F82020,01/04/2013,01/07/2016,01/04/2013,01/07/2016
F82021,F82021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82022,F82022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82023,F82023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82025,F82025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82027,F82027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82028,F82028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82030,F82030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82031,F82031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82033,F82033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82034,F82034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82038,F82038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82039,F82039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82040,F82040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82042,F82042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82045,F82045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82051,F82051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82009,F82052,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F82053,F82053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82055,F82055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82604,F82604,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82607,F82607,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82053,F82608,01/04/2013,01/04/2022,01/04/2013,01/04/2014
F82609,F82609,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82610,F82610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82612,F82612,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82614,F82614,01/04/2013,01/03/2020,01/04/2013,01/03/2020
F82619,F82619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82621,F82621,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82624,F82624,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82625,F82625,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82627,F82627,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82009,F82629,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F82630,F82630,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82634,F82634,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82638,F82638,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82639,F82639,01/04/2013,01/08/2019,01/04/2013,01/08/2019
F82641,F82641,01/04/2013,01/04/2016,01/04/2013,01/04/2016
F82642,F82642,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82002,F82643,01/04/2013,01/04/2022,01/04/2013,01/10/2016
F82022,F82646,01/04/2013,01/04/2022,01/04/2013,01/01/2017
F82647,F82647,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82648,F82648,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82649,F82649,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82650,F82650,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82653,F82653,01/04/2013,01/12/2018,01/04/2013,01/12/2018
F82053,F82657,01/04/2013,01/04/2022,01/04/2013,01/04/2014
F82660,F82660,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82661,F82661,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82663,F82663,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F86692,F82665,01/04/2013,01/04/2022,01/04/2013,01/11/2017
F82666,F82666,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82642,F82668,01/04/2013,01/04/2022,01/04/2013,01/06/2018
F82670,F82670,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82671,F82671,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82674,F82674,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82675,F82675,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82676,F82676,01/04/2013,01/05/2020,01/04/2013,01/05/2020
F82677,F82677,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82678,F82678,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82679,F82679,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82680,F82680,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82686,F82686,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F82614,F82744,01/04/2013,01/03/2020,01/04/2013,01/04/2014
F83002,F83002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83003,F83003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83004,F83004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83005,F83005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83006,F83006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83007,F83007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83008,F83008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83010,F83010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83011,F83011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83012,F83012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83013,F83013,01/04/2013,01/07/2015,01/04/2013,01/07/2015
F83015,F83015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83017,F83017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83018,F83018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83019,F83019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83020,F83020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83021,F83021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83022,F83022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83023,F83023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83025,F83025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83027,F83027,01/04/2013,01/02/2022,01/04/2013,01/02/2022
F83632,F83030,01/04/2013,01/04/2022,01/04/2013,01/05/2017
F83031,F83031,01/04/2013,01/04/2015,01/04/2013,01/04/2015
F83032,F83032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83033,F83033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83034,F83034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83039,F83039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83040,F83040,01/04/2013,01/10/2014,01/04/2013,01/10/2014
F83042,F83042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83043,F83043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83044,F83044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83045,F83045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83048,F83048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83050,F83049,01/04/2013,01/04/2022,01/04/2013,01/04/2015
F83050,F83050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83674,F83051,01/04/2013,01/04/2022,01/04/2013,01/10/2018
F83052,F83052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83053,F83053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83055,F83055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83056,F83056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83057,F83057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83058,F83058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83059,F83059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83060,F83060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83061,F83061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83063,F83063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83064,F83064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83615,F83602,01/04/2013,01/04/2022,01/04/2013,01/10/2015
F83615,F83615,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83623,F83623,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83624,F83624,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83632,F83632,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83633,F83633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83635,F83635,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83674,F83648,01/04/2013,01/04/2022,01/04/2013,01/01/2017
F83652,F83652,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83658,F83658,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83660,F83660,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83006,F83663,01/04/2013,01/04/2022,01/04/2013,01/04/2014
F83664,F83664,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83665,F83665,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83666,F83666,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83671,F83671,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83672,F83672,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83673,F83673,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83674,F83674,01/04/2013,01/04/2022,01/04/2013,01/04/2022
F83677,F83677,01/04/2013,01/05/2020,01/04/2013,01/05/2020
