"Practice.Code","Year_Closure","Year","NHS.England..Region..code","NHS.England..Region..Name","CCG.Code","CCG.NAME","Practice.Name","Practice.Address","Practice.Postcode","Practice.Open.Date","Practice.Close.Date","Contract.Type","Dispensing.Practice","Quarter.used.for.patient.data","Number.of.Registered.Patients..Last.Known.Figure.","Number.of.Weighted.Patients..Last.Known.Figure.","Average.payments.per.registered.patient","Average.payments.per.weighted.patient","Global.Sum","MPIG.Correction.factor","Premises.Payments","Seniority","Doctors.Retainer.Scheme.Payments","Total.Locum.Allowances","Prolonged.Study.Leave","Appraisal.Costs","PCO.Admin.Other","Total.QOF.Payments","Alcohol","Childhood.Vaccination.and.Immunisation.Scheme","GP.Extended.Hours.Access","Facilitating.Timely.Diagnosis.and.Support.for.People.with.Dementia","Improving.Patient.Online.Access","Influenza.and.Pneumococcal.Immunisations","Learning.Disabilities","Minor.Surgery","Patient.Participation","Remote.Care.Monitoring","Risk.Profiling.and.Case.Management","Rotavirus.and.Shingles.Immunisation","Services.for.Violent.Patients","Unplanned.Admissions","Total.National.Enhanced.Services","Total.Local.Enhanced.Services","Information.Management.and.Technology","Balance.of.PMS.Expenditure","Non.DES.Item.Pneumococcal.Vaccine..Childhood.Immunisation.Main.Programme","Prescribing.Fee.Payments","Dispensing.Fee.Payments","Reimbursement.of.Drugs","Other.Payments","Total.NHS.Payments.to.General.Practice","Deductions.for.Pensions..Levies.and.Prescription.Charge.Income","Total.NHS.Payments.to.General.Practice.Minus.Deductions","Out.Of.Area.in.Hours.Urgent.Care","Meningitis","LocalEnhancedServices_NHAIS_","LocalEnhancedServices_ISFE_","General.Practice.Forward.View","Pertussis","Total.Local.Incentive.Schemes","PCN.Name","PCN.Participation","PCN.Leadership","PCN.Support","PCN.Extended.Hours.Access","PCN.Workforce","PCN.Investment.and.impact.Fund","PCN.Care.Home.Premium","Covid.Immunisation","Covid.Support.and.Expansion","Average.payments.per.registered.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.weighted.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.registered.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Average.payments.per.weighted.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Total.COVID.Payments","Total.PCN.Payments","Medical.Assessment.Reviews","Weight.Management.Service","General.Practice.Transformation","winter.Access.Fund","Long.Covid","Average.payments.per.registered.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Average.payments.per.weighted.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Sub.ICB.NAME","Local.Incentive.Schemes","Appraisal...Appraiser.Costs.in.Respect.of.Locums","PCN.Enhanced.Access","ICB.NAME","Practice.Type","Practice.Rurality","Atypical.Characteristics","PCN.Code","Total.Global.Sum","Total.IT.Premises","Total.PCO","Total.Contracted.Services","Total.Prescribing","Total.COVID","IMD","IMD_quintile"
"C82657",2020,2019,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","DR SHAH B J","MAHAVIR MEDICAL CENTRE 10 CHESTNUT WAY EAST GOSCOTE LEICESTERSHIRE ","LE7  3QQ","01/01/2003"," ","GMS","No",NA,1410.5,1348.56,141.14,147.63,114662.35,0,28276.67,0,0,0,0,0,3845,20535.45,NA,1715.65,0,NA,NA,3733.8,840,4231.22,NA,NA,NA,270.84,0,NA,NA,NA,0,0,90.12,2132.58,0,6226.24,1640.48,199082.89,-29725.65,169357.24,0,280.9,NA,NA,0,68.6,10532.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Rural","",NA,114662.35,28276.67,5485.48,21764.12,8358.82,0,10.55445416,1
"C82657",2020,2017,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","DR SHAH B J","MAHAVIR MEDICAL CENTRE 10 CHESTNUT WAY EAST GOSCOTE LEICESTERSHIRE ","LE7  3QQ","01/01/2003","","GMS","No","Q4",1401,1322.53,135.17,143.19,102941.82,0,16019.29,0,0,0,0,0,0,20529.78,NA,3057.59,0,461.3,NA,4025.64,1044,6417.04,NA,NA,NA,238.52,0,4074.98,448.2,19342.84,0,0,0,2017.56,0,7502.5,825.5,189367.88,6048.3,195416.18,0,421.32,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Rural","",NA,102941.82,16019.29,825.5,39531.43,9520.06,0,10.49898341,1
"C82657",2020,2023,"Y60","MIDLANDS COMMISSIONING REGION","04V","Unknown or no PCN","10 CHESTNUT WAY","10 CHESTNUT WAY EAST GOSCOTE LEICESTER LEICESTERSHIRE ","LE7  3QQ","13/05/1994","30/11/2020","Unknown","Unknown",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,50,50,0,50,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",0,0,0,"Leicester, Leicestershire and Rutland","GP practice","Rural","| No registered patients |","Unknown or no PCN",0,0,50,0,0,0,10.55445416,1
"C82657",2020,2018,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","DR SHAH B J","MAHAVIR MEDICAL CENTRE 10 CHESTNUT WAY EAST GOSCOTE LEICESTERSHIRE ","LE7  3QQ","01/01/2003","","GMS","No","Q4",1426,1366.52,126.88,132.4,110579.67,0,15055.63,0,0,0,0,0,0,17602.26,NA,2068.68,0,0,NA,3518.2,560,6109.81,NA,NA,NA,205.8,0,1094.94,NA,14527.19,0,0,0,1601.53,0,5674.19,1697.86,180931.36,2279.96,183211.32,0,303.8,NA,NA,273,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Rural","",NA,110579.67,15055.63,1970.86,28447.22,7275.72,0,10.526718785,1
"C82663",2020,2017,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","DR DL DAWES","THE SURGERY 30  NORTH STREET ASHBY DE LA ZOUCH LEICESTERSHIRE ","LE65 1HS","01/01/2003","","GMS","No","Q4",3341,3815.41,141.49,123.9,272051.19,31080.72,58449.17,12305.65,0,0,0,0,0,42970.48,NA,1977.33,0,0,NA,7203,0,1654.52,NA,NA,NA,367.08,0,3872.96,1140.1,20384.72,0,0,0,2884.81,0,12956.05,2160.54,472712.72,-41968.1,430744.62,0,1254.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Urban","| Large increase in patient numbers |",NA,303131.91,58449.17,14466.19,37854.11,15840.86,0,11.24943333,1
"C82663",2020,2015,"Q59","Leicestershire and Lincolnshire","04V","West Leicestershire","Dr Shepherd S J","The Surgery 30  North Street Ashby De La Zouch Leicestershire ","LE651HS","-","-","PMS","No","Q2",2671,2893,146.83,135.57,0,0,55100,0,0,0,0,0,0,40911,0,5856,1286,0,0,6141,0,4146,0,0,0,183,0,5768,0,5327,0,0,0,0,0,10210,257263,392192,-39506,352686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,0,55100,257263,28707,10210,0,11.20604506,1
"C82663",2020,2018,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","DR DL DAWES","THE SURGERY 30  NORTH STREET ASHBY DE LA ZOUCH LEICESTERSHIRE ","LE65 1HS","01/01/2003","","GMS","No","Q4",3728,4108.31,134.4,121.95,327050.7,23310.48,43355.19,7104.8,0,0,0,0,0,53210.27,NA,448.14,0,0,NA,7928.2,0,1872.22,NA,NA,NA,656.6,0,4484.48,NA,20022.45,0,0,0,667.69,0,5258.29,4159.4,501024.91,-37013.57,464011.34,0,1166.2,NA,NA,26,303.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Urban","",NA,350361.18,43355.19,11290.2,36882.09,5925.98,0,11.271127465,1
"C82663",2020,2020,"Y60","MIDLANDS COMMISSIONING REGION","04V","NHS WEST LEICESTERSHIRE CCG","DR DL DAWES","THE SURGERY 30  NORTH STREET ASHBY DE LA ZOUCH LEICESTERSHIRE ","LE65 1HS","01/01/2003","09/02/2020","GMS","No",NA,2546.75,2644.92,183.66,176.84,341852.86,0,31273.68,985.8,0,0,0,0,0,36424.95,NA,3537.42,0,NA,NA,2887.22,0,958.86,NA,NA,NA,171.02,0,NA,NA,NA,0,0,165.22,756.63,0,6537.61,9707.81,467740.82,47031.33,514772.15,0,331.98,NA,NA,0,20.12,24374.78,"NORTH WEST LEICESTERSHIRE PCN",7754.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Urban","| Part year of data || Large fluctuation in patients |","U42007",341852.86,31273.68,18448.47,32446.62,7294.24,0,11.2928216,1
"C82663",2020,2019,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","DR DL DAWES","THE SURGERY 30  NORTH STREET ASHBY DE LA ZOUCH LEICESTERSHIRE ","LE65 1HS","01/01/2003"," ","GMS","No",NA,3930,4282.02,130.83,120.08,332061.75,14245.33,64186.21,4436.13,0,0,0,0,6488,43414.21,NA,519.4,0,NA,NA,7898.8,1540,2398.13,NA,NA,NA,723.28,0,NA,NA,NA,0,0,0,4732.52,0,21869.87,3783.1,514177.23,-24725.14,489452.09,0,890.92,NA,NA,0,137.2,4852.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Urban","",NA,346307.08,64186.21,14707.23,18960.11,26602.39,0,11.2928216,1
"C82663",2020,2016,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","Dr Dl Dawes","The Surgery 30  North Street Ashby De La Zouch Leicestershire ","LE651HS","","","GMS","No","Q2",2679,2891.582281,152.11,140.92,212383.56,45033.58,50667.85,2844.12,0,0,0,0,0,36063.28,0,534.9,0,987.16,0,6524.56,0,2883.67,0,0,0,152.8,0,1931.76,175.79,34548.56,0,0,0,2676.96,-77.62,10154.35,0,407495.04,-26320.62,381174.42,0,9.76,450.79,34097.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,257417.14,50667.85,2844.12,47748.96,12753.69,0,11.227739195,1
"C84048",2020,2017,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04N","NHS RUSHCLIFFE CCG","DR LANGRIDGE & PTRS","KEYWORTH MEDICAL PRACTICE BUNNY LANE KEYWORTH NOTTINGHAM ","NG12 5JU","24/09/1968","","GMS","Yes","Q4",10872,11046.71,198.81,195.66,850245.69,13107.96,347159.27,16550.07,0,0,0,0,0,155739.7,NA,16819.6,20738.52,629.04,NA,28330.92,1624,11447.86,NA,NA,NA,3111.4,2709.24,31264.24,776.76,170289.57,0,0,0,0,105513.53,332500.8,19102.04,2161414.75,-176859.28,1984555.47,0,3623.52,NA,NA,30131.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Rural","",NA,863353.65,347159.27,65783.13,291364.67,438014.33,0,7.1624169155,1
"C84048",2020,2018,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04N","NHS RUSHCLIFFE CCG","DR LANGRIDGE & PTRS","KEYWORTH MEDICAL PRACTICE BUNNY LANE KEYWORTH NOTTINGHAM ","NG12 5JU","24/09/1968","","GMS","Yes","Q4",10903,11116.6,197.61,193.82,909093.3,9831,382885.92,22102.19,0,0,0,0,0,164385.66,NA,15367.03,20738.52,0,NA,137.2,1392,16185.76,NA,NA,NA,754.6,0,8405.32,NA,162705.5,0,0,0,0,103158.88,309394.97,22844.79,2154586.14,-171000.19,1983585.95,0,3204.6,NA,NA,1332.5,666.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Rural","",NA,918924.3,382885.92,46279.48,229556.93,412553.85,0,7.18533487925,1
"C84048",2020,2020,"Y60","MIDLANDS COMMISSIONING REGION","04N","NHS RUSHCLIFFE CCG","DR LANGRIDGE & PTRS","KEYWORTH MEDICAL PRACTICE BUNNY LANE KEYWORTH NOTTINGHAM ","NG12 5JU","24/09/1968","","GMS","Yes",NA,10907.5,11237.61,206.67,200.6,966520.02,3276.96,414747.55,10147.53,0,0,0,0,18696,143286.82,NA,15089.02,0,NA,NA,62331.32,1820,0,NA,NA,NA,3752.38,0,NA,NA,NA,0,0,504.61,0,105358.03,334732.45,122716.28,2254243.85,-180148.12,2074095.73,0,2040.36,NA,NA,0,577.76,28895.83,"RUSHCLIFFE PCN",19750.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Rural","","U12563",969796.98,414747.55,171310.74,115011.28,440090.48,0,7.208252843,1
"C84048",2020,2021,"Y60","MIDLANDS COMMISSIONING REGION","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","KEYWORTH MEDICAL PRACTICE","KEYWORTH MEDICAL PRACTICE BUNNY LANE, KEYWORTH NOTTINGHAM NOTTINGHAMSHIRE ","NG12 5JU","24/09/1968","07/10/2020","GMS","Yes",NA,10856,11186.75,94.93,92.12,501154.74,0,207373.8,0,0,0,0,0,0,58426.02,NA,8637.75,0,NA,NA,8913.16,0,2903.63,NA,NA,NA,4291.06,0,NA,NA,NA,0,0,0,0,52029.58,162280.47,5674.14,1032429.66,-74400.23,1106829.89,0,1820.6,NA,NA,0,201.2,6971.82,"RUSHCLIFFE PCN",9865.02,0,0,0,0,0,0,0,1886.67,94.93,92.12,95.1,92.29,1886.67000000004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Rural","| Part year of data || Large fluctuation in patients |","U12563",501154.74,207373.8,15539.16,33739.22,214310.05,1886.67,7.208252843,1
"C84048",2020,2016,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04N","NHS RUSHCLIFFE CCG","Dr Langridge & Ptrs","Keyworth Medical Practice Bunny Lane Keyworth Nottingham ","NG125JU","","","GMS","Yes","Q2",10836,10974.66072,190.24,187.84,798282.63,16384.92,365895.6,26578.44,0,0,0,0,0,159339.85,0,16482.98,20578.92,4568.82,0,24432.72,1624,24270.05,3885.84,0,0,1948.2,0,30518.88,475.54,92943.84,0,0,0,0,103070.09,357642.44,11067.03,2061484.51,-187245.43,1874239.08,0,1493.72,92943.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire",NA,NA,NA,NA,814667.55,365895.6,37645.47,223223.51,460712.53,0,7.13949895175,1
"C84048",2020,2015,"Q55","Derbyshire and Nottinghamshire","04N","Rushcliffe","Dr Langridge & Ptrs","Keyworth Medical Practice Bunny Lane Keyworth Nottingham ","NG125JU","-","-","GMS","Yes","Q2",10784,10858,187.68,186.4,762321,19662,378821,34067,0,0,0,0,0,103231,0,16416,15374,3994,3987,28689,1022,18349,11794,0,7934,2628,0,23207,0,46396,0,0,0,0,122318,412573,11161,2023944,-175579,1848364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire",NA,NA,NA,NA,781983,378821,45228,179790,534891,0,7.116580988,1
"C84048",2020,2019,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04N","NHS RUSHCLIFFE CCG","DR LANGRIDGE & PTRS","KEYWORTH MEDICAL PRACTICE BUNNY LANE KEYWORTH NOTTINGHAM ","NG12 5JU","24/09/1968"," ","GMS","Yes",NA,10924,11171.65,198.82,194.42,950595.26,6553.92,403991.49,17379.83,0,32113.68,0,0,0,141421.98,NA,16833.04,0,NA,NA,21413,0,16523.81,NA,NA,NA,888.58,0,NA,NA,NA,0,0,0,0,108733.37,323935.76,24216.89,2171956.88,-197176.83,1974780.05,0,2223.36,NA,NA,0,460.6,104672.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Rural","",NA,957149.18,403991.49,73710.4,163014.7,432669.13,0,7.208252843,1
"C84104",2020,2016,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04K","NHS NOTTINGHAM CITY CCG","Sharma Op","Greenfields Medical Centre 12 Terrace Street Hyson Green Nottingham ","NG7 6ER","","","PMS","No","Q2",2101,2082.330171,147.16,148.48,0,0,67010.89,10803.93,0,0,0,0,588,15256.22,0,2498.55,3872.2,810.2,0,504.24,0,132,0,0,0,191,0,6271.37,23.01,5103.93,0,187842.71,0,0,0,6627.85,1635.73,309191.35,-6716.55,302474.8,0,19.52,137.52,4966.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire",NA,NA,NA,NA,187842.71,67010.89,13027.66,19426.02,6627.85,0,43.77198492,5
"C84104",2020,2021,"Y60","MIDLANDS COMMISSIONING REGION","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","GREENFIELDS MEDICAL CENTRE (SHARMA OP)","GREENFIELDS MEDICAL CTR 12 TERRACE STREET HYSON GREEN NOTTINGHAM ","NG7  6ER","01/04/1974","30/11/2020","UNKNOWN","Unknown",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1172.82,0,NA,NA,0,0,0,NA,NA,NA,60.36,0,NA,NA,NA,0,0,0,0,0,0,-1977,-401.78,0,-401.78,0,90.54,NA,NA,0,10.06,241.44,"BACHS PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","| Part year of data || No registered patients |","U10998",0,0,-1977,1575.22,0,0,41.77332615,5
"C84104",2020,2015,"Q55","Derbyshire and Nottinghamshire","04K","Nottingham City","Sharma Op","Greenfields Medical Centre 12 Terrace Street Hyson Green Nottingham ","NG7 6ER","-","-","PMS","No","Q2",2002,1883,146.12,155.32,0,0,56184,11875,0,0,0,486,1127,20300,0,4240,2846,1174,0,1685,613,0,0,0,1493,84,0,3146,0,1799,0,169176,0,0,0,8161,8142,292531,-9073,283459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire",NA,NA,NA,NA,169176,56184,21630,17080,8161,0,44.43820451,5
"C84104",2020,2020,"Y60","MIDLANDS COMMISSIONING REGION","04K","NHS NOTTINGHAM CITY CCG","GREENFIELDS MEDICAL CENTRE","GREENFIELDS MEDICAL CENTRE 12 TERRACE STREET HYSON GREEN NOTTINGHAM ","NG7  6ER","01/07/1980","","GMS","No",NA,2940.666667,2738.69,72.5,77.84,0,0,37840.84,2595.4,0,0,0,0,2352,9373.04,NA,1172.82,1347.1,NA,NA,137.46,0,0,NA,NA,NA,120.72,0,NA,NA,NA,0,125545.53,129.77,0,0,1472.07,-4458.24,213187.58,-6902.94,206284.64,0,261.56,NA,NA,0,29.66,33050.07,"BACHS PCN",2217.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","| Part year of data |","U10998",125545.53,37840.84,2706.94,36249.16,1472.07,0,41.77332615,5
"C84104",2020,2018,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04K","NHS NOTTINGHAM CITY CCG","SHARMA OP","GREENFIELDS MEDICAL CENTRE 12 TERRACE STREET HYSON GREEN NOTTINGHAM ","NG7  6ER","01/07/1980","","PMS","No","Q4",2588,2385.08,142.25,154.35,0,0,60548.69,8532.49,0,0,0,0,588,20963.79,NA,753.54,4843.12,0,NA,2842,232,87.86,NA,NA,NA,333.2,0,1675.52,NA,33856.78,0,219348.48,0,0,0,4243.13,8357.33,368136.93,-11914.38,356222.55,0,891.8,NA,NA,0,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","",NA,219348.48,60548.69,17477.82,45555.02,4243.13,0,42.43954574,5
"C84104",2020,2017,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04K","NHS NOTTINGHAM CITY CCG","SHARMA OP","GREENFIELDS MEDICAL CENTRE 12 TERRACE STREET HYSON GREEN NOTTINGHAM ","NG7  6ER","01/07/1980","","PMS","No","Q4",2586,2551.85,131,132.76,0,0,59892.57,19798.32,0,0,0,0,588,20765.42,NA,660.1,4134.4,964.53,NA,5339.8,0,219.65,NA,NA,NA,250.48,0,6138.86,86.07,11977.04,0,195928.11,0,0,0,4418.82,6834.79,338771.12,-11083.23,327687.89,0,774.16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","| Large increase in patient numbers |",NA,195928.11,59892.57,27221.11,30545.09,4418.82,0,43.10576533,5
"C84104",2020,2019,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04K","NHS NOTTINGHAM CITY CCG","SHARMA OP","GREENFIELDS MEDICAL CENTRE 12 TERRACE STREET HYSON GREEN NOTTINGHAM ","NG7  6ER","01/07/1980"," ","PMS","No",NA,2627.5,2400.71,142.28,155.72,0,0,61587.44,7103.54,0,0,0,0,6421,21427.62,NA,2871.43,4898.2,NA,NA,3214.4,140,481.17,NA,NA,NA,536.48,0,NA,NA,NA,0,228715.88,405.54,0,0,5190.57,-2211.2,373836.45,-12416.07,361420.38,0,930.9,NA,NA,0,78.4,32045.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","",NA,228715.88,61587.44,11313.34,45601.6,5190.57,0,41.77332615,5
"C84124",2020,2021,"Y60","MIDLANDS COMMISSIONING REGION","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","WHYBURN MEDICAL PRACTICE","WHYBURN MEDICAL PRACTICE CURTIS STREET, HUCKNALL NOTTINGHAM  ","NG15 7JE","01/04/1974","30/06/2020","UNKNOWN","Unknown",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,33590.92,33590.92,0,33590.92,0,0,NA,NA,0,0,0,"Unknown or no PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","| Part year of data || No registered patients |","Unknown or no PCN",0,0,33590.92,0,0,0,23.87012709,3
"C84124",2020,2020,"Y60","MIDLANDS COMMISSIONING REGION","04L","NHS NOTTINGHAM NORTH AND EAST CCG","DR NDIRIKA","WHYBURN MEDICAL PRACTICE CURTIS STREET HUCKNALL NOTTINGHAM ","NG15 7JE","07/08/1974","31/05/2019","UNKNOWN","No",NA,11771,12467.2,27.54,26.01,0,0,0,1161.87,0,33466.44,0,0,823.13,65485.8,NA,9.8,0,NA,NA,970.2,2660,3717.57,NA,NA,NA,663.96,0,NA,NA,NA,0,186059.62,5490.66,0,0,8859.9,0,324217.43,-31350.24,292867.19,0,1368.16,NA,NA,0,148.56,13331.76,"Unknown or no PCN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","| Part year of data |","Unknown or no PCN",186059.62,0,35451.44,28360.67,8859.9,0,23.87012709,3
"C84124",2020,2018,"Q76","NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS)","04L","NHS NOTTINGHAM NORTH AND EAST CCG","DR NDIRIKA","WHYBURN MEDICAL PRACTICE CURTIS STREET HUCKNALL NOTTINGHAM ","NG15 7JE","07/08/1974","","PMS","No","Q4",12018,12733.52,141.8,133.83,0,0,91871.61,19212.73,0,0,0,0,5700,162682.33,NA,33403.6,0,0,NA,25793.6,12072,37681.54,NA,NA,NA,3635.8,0,9157.61,NA,75140.02,0,1062877.32,0,0,0,47890.21,107923.08,1704137.15,-238205.37,1465931.78,0,6713,NA,NA,1657.5,725.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nottingham and Nottinghamshire","GP practice","Urban","",NA,1062877.32,91871.61,134493.31,204322.37,47890.21,0,23.924886265,3
