"Practice.Code","Year","location_name","service_population_group","domain","latest_rating","inherited_rating_y_n","IMD","IMD_quintile","ICB_NAME"
"E85693",2016,"Grove Park Surgery","Overall","Overall","Good","N",15.829541635,2,"North West London"
"E85694",2022,"The Boileau Road Surgery","Overall","Overall","Good","N",13.52549051,1,"North West London"
"E85696",2019,"Dr Singh's Surgery","Overall","Overall","Good","N",22.99168254,3,"North West London"
"E85697",2022,"HMC Health Bedfont","Overall","Overall","Good","N",24.0009449,3,"North West London"
"E85699",2017,"Dr Indervir Dhandee","Overall","Overall","Good","N",26.258488725,4,"North West London"
"E85707",2017,"Skyways Medical Centre","Overall","Overall","Good","N",23.792204745,4,"North West London"
"E85708",2016,"Dr Parwinder Gill","Overall","Overall","Good","N",23.50166678,4,"North West London"
"E85712",2016,"Goodcare Practice","Overall","Overall","Good","N",31.0745473225,4,"North West London"
"E85713",2017,"Dr Parvinder Garcha","Overall","Overall","Good","N",21.58245661,3,"North West London"
"E85714",2018,"Pitshanger Family Practice","Overall","Overall","Good","N",13.60746812,2,"North West London"
"E85715",2017,"Broadmead Surgery","Overall","Overall","Good","N",32.01473172,4,"North West London"
"E85716",2023,"Bath Road Surgery","Overall","Overall","Good","N",22.43534907,3,"North West London"
"E85718",2018,"Hatton Medical Practice","Overall","Overall","Good","N",21.6802256975,3,"North West London"
"E85719",2016,"Ashville Surgery","Overall","Overall","Good","N",15.01904295,2,"North West London"
"E85721",2017,"Dr Suganthamala Radhakrishnan","Overall","Overall","Good","N",27.533579705,4,"North West London"
"E85725",2016,"The Grove Medical Practice","Overall","Overall","Good","N",22.6065871675,3,"North West London"
"E85726",2017,"Dr Htun Nay Lin, Mattock Lane Health Centre","Overall","Overall","Good","N",21.356639515,3,"North West London"
"E85734",2018,"Dr Kumaran & Partners","Overall","Overall","Good","N",23.3479578425,3,"North West London"
"E85736",2024,"Little Park Surgery","Overall","Overall","Good","N",24.54770986,3,"North West London"
"E85739",2021,"Heston Practice","Overall","Overall","Good","N",25.12899797,3,"North West London"
"E85743",2018,"Dr Ashraf Botros","Overall","Overall","Good","N",25.9295806525,4,"North West London"
"E85744",2023,"Isleworth Medical Centre","Overall","Overall","Good","N",21.14801793,3,"North West London"
"E85745",2019,"Jubilee Gardens Medical Centre","Overall","Overall","Requires improvement","N",25.69730408,4,"North West London"
"E85746",2017,"Grove Park Terrace Surgery","Overall","Overall","Good","N",17.120048805,3,"North West London"
"E85748",2022,"The Medical Centre - Dr Kukar","Overall","Overall","Good","N",26.71234789,3,"North West London"
"E85750",2021,"Dr Parmod Luthra","Overall","Overall","Good","N",18.37813412,2,"North West London"
"E86001",2016,"The Steven Shackman Practice","Overall","Overall","Good","N",9.51330077075,1,"North West London"
"E86004",2023,"Dr Sahota's Practice (The Medical Centre)","Overall","Overall","Requires improvement","N",26.42984482,3,"North West London"
"E86005",2017,"Dr S Johal & Partner","Overall","Overall","Good","N",13.5411044,2,"North West London"
"E86006",2023,"Devonshire Lodge Practice","Overall","Overall","Requires improvement","N",9.716953663,1,"North West London"
"E86007",2016,"Dr AM Hogarth's Practice","Overall","Overall","Good","N",17.5348550875,3,"North West London"
"E86009",2016,"The Belmont Medical Centre","Overall","Overall","Good","N",15.821365635,2,"North West London"
"E86010",2016,"Dr GS Chana's Practice","Overall","Overall","Good","N",27.16549616,4,"North West London"
"E86011",2019,"Dr RP Aurora's Practice","Overall","Overall","Good","N",9.143223285,1,"North West London"
"E86012",2019,"Dr Shapiro & Partners","Overall","Overall","Good","N",8.464001544,1,"North West London"
"E86014",2023,"Dr Ritu Prasad","Overall","Overall","Good","N",9.154372836,1,"North West London"
"E86015",2017,"Dr Rackham & Partners","Overall","Overall","Good","N",17.108403985,3,"North West London"
"E86016",2024,"The Pine Medical Centre","Overall","Overall","Good","N",20.81931829,2,"North West London"
"E86017",2023,"C.B. Patel & Partners","Overall","Overall","Good","N",23.79807297,3,"North West London"
"E86018",2022,"Townfield Doctors Surgery","Overall","Overall","Good","N",26.57934255,3,"North West London"
"E86019",2018,"The Warren Practice","Overall","Overall","Good","N",24.3326693375,3,"North West London"
"E86020",2023,"Dr K Anantha-Reddy's Practice","Overall","Overall","Requires improvement","N",26.40704105,3,"North West London"
"E86022",2016,"The Abbotsbury Practice, The Abbotsbury Practice, Drs Bhattessa & Siddiqui.","Overall","Overall","Good","N",8.1197464845,1,"North West London"
"E86024",2019,"Dr Mahendra Mashru","Overall","Overall","Good","N",8.356693513,1,"North West London"
"E86026",2017,"The Parkview Surgery","Overall","Overall","Good","N",23.660286335,4,"North West London"
"E86027",2020,"Dr V Paramanathan's Practice","Overall","Overall","Good","N",27.68202759,4,"North West London"
"E86028",2022,"Eastbury Surgery","Overall","Overall","Good","N",7.596172871,1,"North West London"
"E86029",2016,"The Cedar Brook Practice","Overall","Overall","Good","N",22.3550463325,3,"North West London"
"E86030",2017,"Brunel Medical Centre","Overall","Overall","Good","N",13.009194085,2,"North West London"
"E86033",2019,"St Martins Medical Centre","Overall","Overall","Good","N",8.7244565,1,"North West London"
"E86034",2021,"Church Road Surgery","Overall","Overall","Good","N",20.00618157,2,"North West London"
"E86036",2020,"Hillingdon Health Centre","Overall","Overall","Good","N",11.97793871,1,"North West London"
"E86038",2017,"Glendale Medical Centre","Overall","Overall","Good","N",21.534618805,3,"North West London"
"E86041",2017,"Acre Surgery","Overall","Overall","Good","N",12.971378085,2,"North West London"
"E86042",2017,"The High Street Practice","Overall","Overall","Good","N",26.47978717,4,"North West London"
"E86605",2017,"Ladygate Lane Surgery","Overall","Overall","Good","N",12.10018322,1,"North West London"
"E86609",2019,"North Hyde","Overall","Overall","Good","N",23.93784342,3,"North West London"
"E86610",2019,"The Willow Tree Surgery","Overall","Overall","Good","N",26.45839205,4,"North West London"
"E86612",2016,"Shakespeare Health Centre","Overall","Overall","Good","N",23.1471606375,4,"North West London"
"E86615",2016,"Acrefield Surgery","Overall","Overall","Good","N",14.105255395,2,"North West London"
"E86618",2018,"The Carepoint Practice","Overall","Overall","Good","N",13.2850009175,2,"North West London"
"E86619",2018,"Dr KP Patel's Practice","Overall","Overall","Good","N",7.1094599645,1,"North West London"
"E86620",2021,"Dr Sashi Shashikanth","Overall","Overall","Good","N",21.99483696,3,"North West London"
"E86625",2024,"Kincora Doctors Surgery","Overall","Overall","Requires improvement","N",26.72711483,3,"North West London"
"E86626",2016,"Dr JI Solomon's Practice","Overall","Overall","Good","N",9.5723407985,1,"North West London"
"E86629",2018,"Dr Muhammad Misbah-Ur-Rehman Siddiqui","Overall","Overall","Good","N",12.5912034075,1,"North West London"
"E86632",2023,"Dr Ajay Birly","Overall","Overall","Good","N",16.2207071,2,"North West London"
"E86637",2024,"Heathrow Medical Centre","Overall","Overall","Good","N",23.36867157,3,"North West London"
"E86640",2024,"Southcote Clinic","Overall","Overall","Good","N",9.414417756,1,"North West London"
"E87002",2018,"Victoria Medical Centre","Overall","Overall","Good","N",20.3844025325,3,"North West London"
"E87003",2018,"North Kensington Medical Centre","Overall","Overall","Good","N",33.119361105,4,"North West London"
"E87004",2019,"The Redcliffe Surgery","Overall","Overall","Good","N",19.56026988,3,"North West London"
"E87005",2020,"Belgravia Surgery","Overall","Overall","Good","Y",15.56114825,2,"North West London"
"E87006",2019,"Little Venice Medical Centre","Overall","Overall","Good","N",24.38952472,3,"North West London"
"E87007",2021,"Dr Pearl Chin","Overall","Overall","Good","N",22.71055009,3,"North West London"
"E87008",2016,"Dr Creme and Partners","Overall","Overall","Good","N",40.0863756775,5,"North West London"
"E87009",2023,"Dr Jedth Phornnarit","Overall","Overall","Requires improvement","N",20.15766867,2,"North West London"
"E87010",2021,"Dr Hugh Wright","Overall","Overall","Good","N",17.47654569,2,"North West London"
"E87011",2022,"Lisson Grove Health Centre","Overall","Overall","Good","N",34.1307996,4,"North West London"
"E87013",2018,"Stanhope Mews Surgery","Overall","Overall","Good","N",14.43130991,2,"North West London"
"E87016",2017,"Holland Park Surgery","Overall","Overall","Good","N",17.2006838,3,"North West London"
"E87021",2024,"Shirland Medical","Overall","Overall","Good","N",29.00096374,4,"North West London"
"E87024",2017,"Drs. Ramasamy & Nannithamby","Overall","Overall","Good","N",41.311028285,5,"North West London"
"E87026",2024,"Meanwhile Garden Medical Centre","Overall","Overall","Good","N",34.91330895,5,"North West London"
"E87029",2019,"The Portland Road Practice","Overall","Overall","Good","N",23.55457057,3,"North West London"
"E87034",2023,"Pimlico Health @ The Marven","Overall","Overall","Good","N",21.28614787,3,"North West London"
"E87037",2018,"The Connaught Square Practice","Overall","Overall","Good","N",19.9919096875,3,"North West London"
"E87038",2022,"The Elgin Clinic","Overall","Overall","Requires improvement","Y",29.36597071,4,"North West London"
"E87043",2023,"Dr King Stott and Pankhurst","Overall","Overall","Good","N",13.55332056,1,"North West London"
"E87045",2021,"Covent Garden Medical Centre","Overall","Overall","Good","Y",25.96220916,3,"North West London"
"E87046",2020,"The Randolph Surgery","Overall","Overall","Good","N",17.37784361,2,"North West London"
"E87047",2021,"Earls Court Medical Centre","Overall","Overall","Good","N",24.64343733,3,"North West London"
"E87048",2022,"Chelsea Medical Services","Overall","Overall","Good","N",14.39804717,2,"North West London"
"E87052",2022,"Dr Gulzar Ahmed","Overall","Overall","Good","N",29.35057959,4,"North West London"
"E87061",2024,"Pembridge Villas Surgery","Overall","Overall","Good","N",17.40457503,2,"North West London"
"E87063",2024,"Kings Road Medical Centre","Overall","Overall","Good","N",22.73081589,3,"North West London"
"E87065",2018,"Dr Rachael Garner","Overall","Overall","Good","N",32.91254572,4,"North West London"
"E87066",2024,"Fitzrovia Medical Centre","Overall","Overall","Good","N",18.29072665,2,"North West London"
"E87067",2018,"Colville Health Centre","Overall","Overall","Good","N",33.1054446325,4,"North West London"
"E87069",2016,"Dr Christopher Bark","Overall","Overall","Good","N",25.8839533575,4,"North West London"
"E87070",2024,"Crawford Street Surgery","Overall","Overall","Good","N",16.05239808,2,"North West London"
"E87609",2017,"St Johns Wood Medical Practice","Overall","Overall","Good","N",14.41842018,2,"North West London"
"E87637",2019,"Grand Union Health Centre","Overall","Overall","Good","N",26.55265305,4,"North West London"
"E87648",2023,"The Mayfair Medical Centre","Overall","Overall","Requires improvement","N",12.94086713,1,"North West London"
"E87663",2024,"Third Floor Lanark Road Medical Centre","Overall","Overall","Good","N",22.57191927,3,"North West London"
"E87665",2017,"The Chelsea Practice","Overall","Overall","Good","Y",16.1313023,2,"North West London"
"E87677",2016,"Imperial College Health Centre","Overall","Overall","Good","N",18.1068094625,3,"North West London"
"E87681",2018,"Newton Medical Centre","Overall","Overall","Good","N",22.5383550025,3,"North West London"
"E87694",2017,"Dr Timothy Evans","Overall","Overall","Good","N",13.27906959,2,"North West London"
"E87701",2017,"The Abingdon Health Centre","Overall","Overall","Good","N",15.45135061,2,"North West London"
"E87702",2024,"Kynance Practice","Overall","Overall","Good","N",12.79997592,1,"North West London"
"E87706",2018,"The Foreland Medical Centre","Overall","Overall","Good","N",36.99706974,5,"North West London"
"E87714",2021,"Soho Square General Practice","Overall","Overall","Good","N",23.71060807,3,"North West London"
"E87715",2018,"Scarsdale Medical Centre","Overall","Overall","Good","N",13.6597982425,2,"North West London"
"E87720",2018,"Dr Jasjeet Dua","Overall","Overall","Good","N",20.3132697125,3,"North West London"
"E87722",2016,"Lancaster Gate Medical Centre","Overall","Overall","Good","N",21.2240356425,3,"North West London"
"E87733",2022,"Exmoor Surgery","Overall","Overall","Good","N",36.85789466,5,"North West London"
"E87737",2022,"Marylebone Health Centre","Overall","Overall","Good","N",12.91723308,1,"North West London"
"E87738",2020,"Knightsbridge Medical Centre","Overall","Overall","Good","N",13.79034001,2,"North West London"
"E87739",2016,"Millbank Medical Centre","Overall","Overall","Good","N",25.8240543,4,"North West London"
"E87740",2022,"The Doctor Hickey Surgery","Overall","Overall","Outstanding","N",21.12758609,2,"North West London"
"E87741",2019,"Woodfield Road Surgery","Overall","Overall","Good","Y",29.43831704,4,"North West London"
"E87742",2018,"Golborne Medical Centre","Overall","Overall","Good","N",38.7885084575,5,"North West London"
"E87745",2016,"Cavendish Health Centre","Overall","Overall","Good","Y",15.787668605,2,"North West London"
"E87746",2018,"Brompton Medical Centre","Overall","Overall","Good","N",22.45910046,3,"North West London"
"E87750",2021,"Earl's Court Surgery","Overall","Overall","Requires improvement","N",22.96932791,3,"North West London"
"E87751",2022,"Health Centre","Overall","Overall","Requires improvement","N",30.37064045,4,"North West London"
"E87753",2023,"The Belgrave Medical Centre","Overall","Overall","Requires improvement","N",19.56189128,2,"North West London"
"E87754",2017,"The Wellington Health Centre","Overall","Overall","Good","N",17.18596937,3,"North West London"
"E87755",2018,"Dr Nazeer Ahmed","Overall","Overall","Good","N",32.076975215,4,"North West London"
"E87756",2021,"Lanark Medical Centre Ground Floor","Overall","Overall","Good","N",24.78350893,3,"North West London"
"E87762",2018,"The Good Practice","Overall","Overall","Good","N",22.571955485,3,"North West London"
"E87768",2019,"King's College London NHS Health Centre","Overall","Overall","Good","N",22.46920959,3,"North West London"
"F81001",2017,"Rushbottom Lane Surgery","Overall","Overall","Good","N",10.268669525,1,"Mid and South Essex"
"F81003",2021,"Carnarvon Medical Centre","Overall","Overall","Good","N",29.29328444,4,"Mid and South Essex"
"F81004",2019,"The Eden Surgeries","Overall","Overall","Good","N",10.67405487,1,"Hertfordshire and West Essex"
"F81006",2021,"Clayhill Medical Practice","Overall","Overall","Requires improvement","N",36.75603932,5,"Mid and South Essex"
"F81007",2016,"Dr Kothari, Dr Nanda,Dr Brezina,Dr Hart and Dr Metcalfe","Overall","Overall","Good","N",17.691830145,3,"Mid and South Essex"
